Drug ID,Drug name,Target ID,Target name,Score,label
DB01291,Pirbuterol,P08588,ADRB1,0.84716,1
DB00384,Triamterene,P51168,SCNN1B,0.84713,1
DB00384,Triamterene,P51170,SCNN1G,0.84711,1
DB00697,Tizanidine,P28222,HTR1B,0.84689,0
DB00612,Bisoprolol,P08588,ADRB1,0.84665,1
DB01183,Naloxone,P41143,OPRD1,0.84651,1
DB01142,Doxepin,P18825,ADRA2C,0.84619,1
DB00408,Loxapine,P34969,HTR7,0.84591,0
DB00961,Mepivacaine,Q14524,SCN5A,0.84584,0
DB00242,Cladribine,P00374,DHFR,0.84511,0
DB00661,Verapamil,O60840,CACNA1F,0.845,1
DB00222,Glimepiride,Q14654,KCNJ11,0.84493,1
DB00692,Phentolamine,P08913,ADRA2A,0.84468,1
DB01035,Procainamide,Q14524,SCN5A,0.84465,1
DB01159,Halothane,P59768,GNG2,0.84442,1
DB01242,Clomipramine,P21728,DRD1,0.84437,0
DB01186,Pergolide,P28335,HTR2C,0.84424,1
DB00668,Epinephrine,P35368,ADRA1B,0.84412,1
DB00598,Labetalol,P25100,ADRA1D,0.84406,0
DB00370,Mirtazapine,P28335,HTR2C,0.84402,1
DB00594,Amiloride,P51168,SCNN1B,0.84389,1
DB00363,Clozapine,P46098,HTR3A,0.84371,1
DB01142,Doxepin,P08588,ADRB1,0.84367,0
DB00603,Medroxyprogesterone,P04150,NR3C1,0.84357,0
DB00246,Ziprasidone,P34969,HTR7,0.84356,1
DB00714,Apomorphine,P35348,ADRA1A,0.84356,0
DB00312,Pentobarbital,P36544,CHRNA7,0.84312,1
DB00819,Acetazolamide,P07451,CA3,0.84303,1
DB00661,Verapamil,Q01668,CACNA1D,0.8429,1
DB01268,Sunitinib,P17948,FLT1,0.84258,1
DB00210,Adapalene,P28702,RXRB,0.8425,1
DB01224,Quetiapine,P41595,HTR2B,0.84232,0
DB01337,Pancuronium,P20309,CHRM3,0.84208,1
DB00408,Loxapine,P28221,HTR1D,0.84161,0
DB01173,Orphenadrine,Q14524,SCN5A,0.84159,0
DB00418,Secobarbital,Q13002,GRIK2,0.84128,1
DB01205,Flumazenil,P14867,GABRA1,0.84114,1
DB01186,Pergolide,P21917,DRD4,0.84113,1
DB01069,Promethazine,P08173,CHRM4,0.8408,1
DB00543,Amoxapine,P31645,SLC6A4,0.84057,1
DB00502,Haloperidol,P14416,DRD2,0.84034,1
DB00907,Cocaine,P08172,CHRM2,0.84013,1
DB00794,Primidone,Q15822,CHRNA2,0.83999,0
DB00182,Amphetamine,Q01959,SLC6A3,0.8397,1
DB01238,Aripiprazole,P21918,DRD5,0.83934,1
DB00363,Clozapine,P08172,CHRM2,0.83921,1
DB00396,Progesterone,P08235,NR3C2,0.83867,1
DB00572,Atropine,P08912,CHRM5,0.83861,1
DB00674,Galantamine,Q07001,CHRND,0.83819,1
DB01238,Aripiprazole,P50406,HTR6,0.83811,1
DB04861,Nebivolol,P08588,ADRB1,0.83809,1
DB01364,Ephedrine,Q01959,SLC6A3,0.83806,0
DB00186,Lorazepam,P30536,TSPO,0.83745,1
DB00692,Phentolamine,P25100,ADRA1D,0.83716,0
DB01224,Quetiapine,P50406,HTR6,0.8369,1
DB00195,Betaxolol,P08588,ADRB1,0.8366,1
DB00696,Ergotamine,P28223,HTR2A,0.83535,1
DB01224,Quetiapine,P08172,CHRM2,0.83475,1
DB00246,Ziprasidone,P08173,CHRM4,0.83461,1
DB01148,Flavoxate,P20309,CHRM3,0.83416,0
DB01409,Tiotropium,P20309,CHRM3,0.83387,1
DB00321,Amitriptyline,P35462,DRD3,0.83377,0
DB00459,Acitretin,P13631,RARG,0.8337,1
DB01115,Nifedipine,P62158,CALM1,0.83366,1
DB00474,Methohexital,P14867,GABRA1,0.83335,1
DB00659,Acamprosate,P41594,GRM5,0.83323,1
DB00714,Apomorphine,P28222,HTR1B,0.83322,1
DB00247,Methysergide,P08913,ADRA2A,0.83318,0
DB00751,Epinastine,P08913,ADRA2A,0.83298,1
DB00623,Fluphenazine,P62158,CALM1,0.83289,1
DB00674,Galantamine,P30532,CHRNA5,0.83287,1
DB00193,Tramadol,P31645,SLC6A4,0.8328,1
DB00780,Phenelzine,P21397,MAOA,0.8327,1
DB04839,Cyproterone,P10275,AR,0.83262,1
DB01115,Nifedipine,Q08289,CACNB2,0.83257,1
DB00814,Meloxicam,P23219,PTGS1,0.83253,1
DB00449,Dipivefrin,P08913,ADRA2A,0.83223,1
DB00477,Chlorpromazine,P25100,ADRA1D,0.83218,0
DB00622,Nicardipine,Q01668,CACNA1D,0.83212,1
DB00363,Clozapine,P50406,HTR6,0.83152,1
DB00393,Nimodipine,P08235,NR3C2,0.83116,1
DB00280,Disopyramide,P20309,CHRM3,0.83111,1
DB00346,Alfuzosin,P35368,ADRA1B,0.83091,1
DB01189,Desflurane,P14867,GABRA1,0.8309,1
DB01238,Aripiprazole,P35368,ADRA1B,0.83074,1
DB00714,Apomorphine,P41595,HTR2B,0.83064,1
DB00184,Nicotine,Q15822,CHRNA2,0.83049,1
DB00413,Pramipexole,P30939,HTR1F,0.83048,0
DB00809,Tropicamide,P11229,CHRM1,0.83031,1
DB00243,Ranolazine,Q14524,SCN5A,0.83016,1
DB00694,Daunorubicin,P11388,TOP2A,0.83014,1
DB00543,Amoxapine,P18825,ADRA2C,0.83013,0
DB00477,Chlorpromazine,P35368,ADRA1B,0.83005,1
DB06216,Asenapine,P25100,ADRA1D,0.83001,0
DB01036,Tolterodine,P08173,CHRM4,0.82987,1
DB00915,Amantadine,P14416,DRD2,0.82985,1
DB00228,Enflurane,P42261,GRIA1,0.82932,1
DB00216,Eletriptan,P18825,ADRA2C,0.82919,0
DB00806,Pentoxifylline,Q07343,PDE4B,0.82894,1
DB00794,Primidone,Q13002,GRIK2,0.82879,1
DB00964,Apraclonidine,P35348,ADRA1A,0.82876,1
DB00547,Desoximetasone,P04150,NR3C1,0.82873,1
DB00674,Galantamine,P06276,BCHE,0.82872,1
DB00543,Amoxapine,P35368,ADRA1B,0.82866,0
DB00734,Risperidone,P30939,HTR1F,0.82861,0
DB00381,Amlodipine,Q01668,CACNA1D,0.82853,1
DB01183,Naloxone,P35372,OPRM1,0.82849,1
DB00697,Tizanidine,P28221,HTR1D,0.82827,0
DB01340,Cilazapril,P12821,ACE,0.82817,1
DB01234,Dexamethasone,P06401,PGR,0.82733,0
DB01151,Desipramine,P08912,CHRM5,0.8271,1
DB00408,Loxapine,P08912,CHRM5,0.82693,0
DB00841,Dobutamine,P07550,ADRB2,0.82669,1
DB01254,Dasatinib,P10721,KIT,0.82645,1
DB00572,Atropine,P08173,CHRM4,0.82639,1
DB01149,Nefazodone,P08913,ADRA2A,0.82634,1
DB01136,Carvedilol,P25100,ADRA1D,0.82628,0
DB00594,Amiloride,Q16515,ACCN1,0.82579,1
DB00210,Adapalene,P19793,RXRA,0.82561,1
DB00715,Paroxetine,P11229,CHRM1,0.82554,1
DB01182,Propafenone,Q14524,SCN5A,0.82522,1
DB00907,Cocaine,Q9Y5Y9,SCN10A,0.82461,1
DB00876,Eprosartan,P30556,AGTR1,0.82432,1
DB00963,Bromfenac,P35354,PTGS2,0.82407,1
DB00836,Loperamide,P35372,OPRM1,0.82402,1
DB01623,Thiothixene,P14416,DRD2,0.82392,1
DB00295,Morphine,P41145,OPRK1,0.82382,1
DB00696,Ergotamine,P18089,ADRA2B,0.82354,1
DB00246,Ziprasidone,P28221,HTR1D,0.82331,1
DB01136,Carvedilol,P35348,ADRA1A,0.82326,1
DB00753,Isoflurane,Q09470,KCNA1,0.82323,1
DB01656,Roflumilast,Q08499,PDE4D,0.82322,1
DB00912,Repaglinide,P37231,PPARG,0.82321,1
DB00962,Zaleplon,P14867,GABRA1,0.82306,1
DB00572,Atropine,P08172,CHRM2,0.82283,1
DB00598,Labetalol,P35348,ADRA1A,0.82283,1
DB00594,Amiloride,P78348,ACCN2,0.82273,1
DB00334,Olanzapine,P35368,ADRA1B,0.82245,1
DB00656,Trazodone,P08908,HTR1A,0.82235,1
DB00782,Propantheline,P08172,CHRM2,0.82233,0
DB00898,Ethanol,Q8TCU5,GRIN3A,0.82231,1
DB00988,Dopamine,P21728,DRD1,0.82223,1
DB00697,Tizanidine,P08908,HTR1A,0.82196,0
DB01062,Oxybutynin,P08912,CHRM5,0.82167,0
DB00246,Ziprasidone,P35368,ADRA1B,0.82142,1
DB01119,Diazoxide,Q12791,KCNMA1,0.82094,1
DB00871,Terbutaline,P08588,ADRB1,0.82076,0
DB00899,Remifentanil,P41143,OPRD1,0.82045,1
DB00379,Mexiletine,Q14524,SCN5A,0.82044,1
DB01067,Glipizide,Q09428,ABCC8,0.82034,1
DB01110,Miconazole,Q12791,KCNMA1,0.82016,1
DB00280,Disopyramide,P11229,CHRM1,0.81993,1
DB00337,Pimecrolimus,P62942,FKBP1A,0.81984,1
DB00630,Alendronate,P29074,PTPN4,0.81925,1
DB01069,Promethazine,P08912,CHRM5,0.81925,1
DB00960,Pindolol,P25100,ADRA1D,0.81906,0
DB00704,Naltrexone,P41145,OPRK1,0.81882,1
DB00228,Enflurane,P03886,MT-ND1,0.81833,1
DB00489,Sotalol,P07550,ADRB2,0.81807,1
DB00191,Phentermine,P21397,MAOA,0.81767,1
DB00697,Tizanidine,P18825,ADRA2C,0.81749,1
DB00335,Atenolol,P07550,ADRB2,0.81737,0
DB01185,Fluoxymesterone,P03372,ESR1,0.81733,1
DB00986,Glycopyrrolate,P20309,CHRM3,0.81724,0
DB00624,Testosterone,P03372,ESR1,0.81723,0
DB01159,Halothane,P39086,GRIK1,0.81722,0
DB00285,Venlafaxine,Q01959,SLC6A3,0.8167,1
DB00621,Oxandrolone,P10275,AR,0.81658,1
DB00540,Nortriptyline,P25100,ADRA1D,0.81652,1
DB00308,Ibutilide,Q14654,KCNJ11,0.81649,1
DB00180,Flunisolide,P04150,NR3C1,0.81644,1
DB01238,Aripiprazole,P08172,CHRM2,0.81601,1
DB01186,Pergolide,P41595,HTR2B,0.816,1
DB00398,Sorafenib,P10721,KIT,0.81599,1
DB00909,Zonisamide,Q9Y5Y9,SCN10A,0.81578,0
DB00909,Zonisamide,P21397,MAOA,0.81568,1
DB00810,Biperiden,P11229,CHRM1,0.81564,1
DB00312,Pentobarbital,P48169,GABRA4,0.81551,1
DB01043,Memantine,P46098,HTR3A,0.81525,1
DB01242,Clomipramine,P28221,HTR1D,0.81524,0
DB00635,Prednisone,P04150,NR3C1,0.81465,1
DB00692,Phentolamine,P35368,ADRA1B,0.81453,0
DB01014,Balsalazide,P23219,PTGS1,0.81438,1
DB00295,Morphine,P41143,OPRD1,0.81435,1
DB01242,Clomipramine,P21917,DRD4,0.81415,0
DB00656,Trazodone,P28223,HTR2A,0.81383,1
DB00434,Cyproheptadine,P28223,HTR2A,0.8137,1
DB00178,Ramipril,P12821,ACE,0.81354,1
DB00268,Ropinirole,P41595,HTR2B,0.8135,1
DB00363,Clozapine,P21918,DRD5,0.81342,0
DB00750,Prilocaine,Q14524,SCN5A,0.81342,1
DB00248,Cabergoline,P21917,DRD4,0.8133,1
DB01268,Sunitinib,P10721,KIT,0.81304,1
DB00999,Hydrochlorothiazide,Q13621,SLC12A1,0.81291,0
DB01656,Roflumilast,P27815,PDE4A,0.81278,1
DB01174,Phenobarbital,P43681,CHRNA4,0.81266,1
DB00242,Cladribine,Q07864,POLE,0.81249,1
DB00661,Verapamil,Q00975,CACNA1B,0.81243,1
DB01618,Molindone,P20309,CHRM3,0.81224,0
DB01036,Tolterodine,P08912,CHRM5,0.812,1
DB00210,Adapalene,P37231,PPARG,0.81188,0
DB00904,Ondansetron,P46098,HTR3A,0.81187,1
DB00458,Imipramine,P28335,HTR2C,0.81184,0
DB00642,Pemetrexed,P00374,DHFR,0.81164,1
DB00481,Raloxifene,P03372,ESR1,0.81159,1
DB06216,Asenapine,Q13639,HTR4,0.81138,0
DB00799,Tazarotene,P19793,RXRA,0.81133,0
DB00408,Loxapine,P08173,CHRM4,0.81115,0
DB00454,Meperidine,Q8TCU5,GRIN3A,0.81109,0
DB01577,Methamphetamine,P21397,MAOA,0.81106,1
DB00408,Loxapine,P21917,DRD4,0.81065,0
DB00421,Spironolactone,P10275,AR,0.81064,1
DB01242,Clomipramine,P30939,HTR1F,0.81039,0
DB00960,Pindolol,P28221,HTR1D,0.81026,0
DB01186,Pergolide,P34969,HTR7,0.81008,0
DB00247,Methysergide,P28335,HTR2C,0.80982,1
DB00401,Nisoldipine,Q08289,CACNB2,0.80981,1
DB00800,Fenoldopam,P08913,ADRA2A,0.8098,1
DB00396,Progesterone,P03372,ESR1,0.80975,1
DB00841,Dobutamine,P08588,ADRB1,0.80969,1
DB00162,Vitamin A,O95237,LRAT,0.80929,1
DB00590,Doxazosin,P25100,ADRA1D,0.80918,1
DB00870,Suprofen,P23219,PTGS1,0.80909,1
DB01189,Desflurane,Q09470,KCNA1,0.80906,1
DB00622,Nicardipine,P08172,CHRM2,0.80902,1
DB01577,Methamphetamine,P27338,MAOB,0.80866,1
DB01406,Danazol,P03372,ESR1,0.80859,1
DB00334,Olanzapine,P21918,DRD5,0.8083,1
DB00598,Labetalol,P35368,ADRA1B,0.8083,1
DB01068,Clonazepam,P30536,TSPO,0.80768,1
DB00961,Mepivacaine,Q9Y5Y9,SCN10A,0.80745,1
DB00398,Sorafenib,P35916,FLT4,0.80726,1
DB00492,Fosinopril,P12821,ACE,0.8072,1
DB00799,Tazarotene,P10276,RARA,0.80718,1
DB00623,Fluphenazine,P21728,DRD1,0.80716,1
DB00850,Perphenazine,P28223,HTR2A,0.80703,0
DB00795,Sulfasalazine,P35354,PTGS2,0.80683,1
DB00665,Nilutamide,P10275,AR,0.80654,1
DB00246,Ziprasidone,P46098,HTR3A,0.80635,1
DB01142,Doxepin,P30939,HTR1F,0.80632,0
DB01184,Domperidone,P14416,DRD2,0.80564,1
DB00268,Ropinirole,P30939,HTR1F,0.80561,0
DB00500,Tolmetin,P23219,PTGS1,0.80558,1
DB01189,Desflurane,P03886,MT-ND1,0.80555,1
DB00316,Acetaminophen,P35354,PTGS2,0.80524,1
DB00921,Buprenorphine,P35372,OPRM1,0.80486,1
DB01236,Sevoflurane,P03886,MT-ND1,0.80481,1
DB00408,Loxapine,P20309,CHRM3,0.80455,0
DB00242,Cladribine,P09884,POLA1,0.80406,1
DB00477,Chlorpromazine,P08908,HTR1A,0.80394,1
DB00960,Pindolol,P35368,ADRA1B,0.80393,0
DB00543,Amoxapine,P28221,HTR1D,0.8038,0
DB00728,Rocuronium,P08172,CHRM2,0.80357,1
DB01075,Diphenhydramine,P08172,CHRM2,0.8033,0
DB00734,Risperidone,P25100,ADRA1D,0.80329,0
DB00687,Fludrocortisone,P08235,NR3C2,0.80272,1
DB01254,Dasatinib,P17948,FLT1,0.80268,0
DB00370,Mirtazapine,P25100,ADRA1D,0.80226,0
DB00809,Tropicamide,P08172,CHRM2,0.80202,1
DB01023,Felodipine,Q08289,CACNB2,0.80201,1
DB00753,Isoflurane,P42261,GRIA1,0.802,1
DB00425,Zolpidem,P14867,GABRA1,0.80176,1
DB00204,Dofetilide,Q12809,KCNH2,0.8009,1
DB01151,Desipramine,P35462,DRD3,0.80047,0
DB00413,Pramipexole,P34969,HTR7,0.80038,0
DB00281,Lidocaine,Q9Y5Y9,SCN10A,0.80034,1
DB01254,Dasatinib,P12931,SRC,0.80028,1
DB00182,Amphetamine,P23975,SLC6A2,0.80022,0
DB00920,Ketotifen,Q08499,PDE4D,0.80008,1
DB01186,Pergolide,P30939,HTR1F,0.80008,0
DB00933,Mesoridazine,P28223,HTR2A,0.80002,1
DB00540,Nortriptyline,P28335,HTR2C,0.79996,0
DB00370,Mirtazapine,P14416,DRD2,0.79982,0
DB01114,Chlorpheniramine,P23975,SLC6A2,0.79975,1
DB01254,Dasatinib,P16234,PDGFRA,0.79941,0
DB01142,Doxepin,P35368,ADRA1B,0.79923,1
DB00696,Ergotamine,P18825,ADRA2C,0.79909,0
DB01198,Zopiclone,P14867,GABRA1,0.79872,1
DB00773,Etoposide,P11388,TOP2A,0.79862,1
DB00321,Amitriptyline,Q09470,KCNA1,0.79823,1
DB00246,Ziprasidone,P08913,ADRA2A,0.79803,1
DB01165,Ofloxacin,P11388,TOP2A,0.79801,1
DB00334,Olanzapine,P30939,HTR1F,0.79781,0
DB00783,Estradiol,Q92731,ESR2,0.79772,1
DB00247,Methysergide,P18825,ADRA2C,0.79767,0
DB00814,Meloxicam,P35354,PTGS2,0.79761,1
DB01242,Clomipramine,P25100,ADRA1D,0.79758,0
DB01268,Sunitinib,P07333,CSF1R,0.79751,1
DB00806,Pentoxifylline,P27815,PDE4A,0.79739,1
DB01142,Doxepin,P21917,DRD4,0.79739,0
DB01409,Tiotropium,P11229,CHRM1,0.79731,1
DB01222,Budesonide,P04150,NR3C1,0.79724,1
DB01100,Pimozide,P62158,CALM1,0.79682,1
DB00896,Rimexolone,P04150,NR3C1,0.79658,1
DB06216,Asenapine,P50406,HTR6,0.79628,1
DB00819,Acetazolamide,Q16790,CA9,0.79613,0
DB01618,Molindone,P28223,HTR2A,0.79595,1
DB00434,Cyproheptadine,P08173,CHRM4,0.79562,0
DB01236,Sevoflurane,Q09470,KCNA1,0.7956,1
DB00903,Ethacrynic acid,P00918,CA2,0.79545,0
DB01151,Desipramine,P07550,ADRB2,0.79545,1
DB00216,Eletriptan,P41595,HTR2B,0.79544,1
DB01159,Halothane,P48549,KCNJ3,0.79511,1
DB00434,Cyproheptadine,P08912,CHRM5,0.79508,0
DB00459,Acitretin,P10276,RARA,0.79496,1
DB01088,Iloprost,Q07343,PDE4B,0.79462,1
DB00363,Clozapine,P25100,ADRA1D,0.7944,0
DB00312,Pentobarbital,P34903,GABRA3,0.79417,1
DB00590,Doxazosin,P35348,ADRA1A,0.79401,1
DB00899,Remifentanil,P41145,OPRK1,0.79385,1
DB00831,Trifluoperazine,P35348,ADRA1A,0.79384,1
DB01189,Desflurane,P42261,GRIA1,0.79349,1
DB00850,Perphenazine,P11229,CHRM1,0.79346,0
DB00680,Moricizine,Q14524,SCN5A,0.79327,1
DB00408,Loxapine,P30939,HTR1F,0.79326,0
DB00695,Furosemide,P00918,CA2,0.79317,1
DB00899,Remifentanil,P35372,OPRM1,0.79315,1
DB01185,Fluoxymesterone,P06401,PGR,0.79305,0
DB01364,Ephedrine,P31645,SLC6A4,0.79298,0
DB00408,Loxapine,P41595,HTR2B,0.79289,0
DB00679,Thioridazine,P25100,ADRA1D,0.7926,0
DB00433,Prochlorperazine,P21728,DRD1,0.79255,0
DB00619,Imatinib,P07333,CSF1R,0.79237,1
DB00925,Phenoxybenzamine,P18089,ADRA2B,0.79224,1
DB00909,Zonisamide,O95180,CACNA1H,0.79203,1
DB01234,Dexamethasone,P03372,ESR1,0.79197,0
DB01142,Doxepin,P08172,CHRM2,0.7916,1
DB00297,Bupivacaine,Q9Y5Y9,SCN10A,0.79155,1
DB00715,Paroxetine,P08173,CHRM4,0.79121,1
DB00696,Ergotamine,P35462,DRD3,0.79117,0
DB00898,Ethanol,P23416,GLRA2,0.79117,1
DB00246,Ziprasidone,P50406,HTR6,0.79112,1
DB00418,Secobarbital,P43681,CHRNA4,0.79056,1
DB00533,Rofecoxib,P35354,PTGS2,0.79036,1
DB00790,Perindopril,P12821,ACE,0.79008,1
DB00216,Eletriptan,P14416,DRD2,0.78989,0
DB01161,Chloroprocaine,Q01959,SLC6A3,0.78919,1
DB00674,Galantamine,Q04844,CHRNE,0.78916,1
DB00316,Acetaminophen,P23219,PTGS1,0.78908,1
DB00661,Verapamil,O00555,CACNA1A,0.78905,1
DB00454,Meperidine,P20309,CHRM3,0.78901,0
DB00619,Imatinib,P10721,KIT,0.7887,1
DB00543,Amoxapine,P11229,CHRM1,0.78835,1
DB00734,Risperidone,P21917,DRD4,0.78828,1
DB00619,Imatinib,P35968,KDR,0.78821,0
DB01242,Clomipramine,P28222,HTR1B,0.78761,0
DB00280,Disopyramide,Q14524,SCN5A,0.78718,1
DB00938,Salmeterol,P07550,ADRB2,0.78714,1
DB01623,Thiothixene,P21728,DRD1,0.78701,1
DB00571,Propranolol,P08908,HTR1A,0.78691,1
DB00398,Sorafenib,P04049,RAF1,0.78685,1
DB00351,Megestrol,P06401,PGR,0.78667,1
DB00246,Ziprasidone,P08172,CHRM2,0.78663,1
DB00661,Verapamil,Q12809,KCNH2,0.78663,1
DB01043,Memantine,Q13224,GRIN2B,0.78657,1
DB00835,Brompheniramine,P08912,CHRM5,0.7864,1
DB01151,Desipramine,P35368,ADRA1B,0.78628,0
DB00590,Doxazosin,P35368,ADRA1B,0.78616,1
DB00187,Esmolol,P08588,ADRB1,0.78594,1
DB01086,Benzocaine,Q14524,SCN5A,0.78579,0
DB00783,Estradiol,P10275,AR,0.7856,0
DB00920,Ketotifen,Q07343,PDE4B,0.7855,1
DB00912,Repaglinide,Q09428,ABCC8,0.78536,1
DB00909,Zonisamide,P23280,CA6,0.78479,1
DB00872,Conivaptan,P37288,AVPR1A,0.78472,1
DB00810,Biperiden,Q15822,CHRNA2,0.7845,1
DB00696,Ergotamine,P28335,HTR2C,0.78446,0
DB00370,Mirtazapine,P31645,SLC6A4,0.78439,0
DB01238,Aripiprazole,P30939,HTR1F,0.7842,0
DB00381,Amlodipine,Q08289,CACNB2,0.78405,1
DB00672,Chlorpropamide,Q09428,ABCC8,0.78405,1
DB00210,Adapalene,P10276,RARA,0.78374,1
DB01410,Ciclesonide,P04150,NR3C1,0.78373,1
DB00532,Mephenytoin,Q14524,SCN5A,0.78353,1
DB01177,Idarubicin,P11388,TOP2A,0.78347,1
DB00806,Pentoxifylline,O76074,PDE5A,0.78333,1
DB00703,Methazolamide,P22748,CA4,0.78327,1
DB00704,Naltrexone,P41143,OPRD1,0.78276,1
DB00398,Sorafenib,P36888,FLT3,0.78251,1
DB00925,Phenoxybenzamine,P35368,ADRA1B,0.78237,0
DB00408,Loxapine,P21918,DRD5,0.78195,0
DB00247,Methysergide,P18089,ADRA2B,0.78173,0
DB01242,Clomipramine,P11229,CHRM1,0.78167,0
DB01018,Guanfacine,P08913,ADRA2A,0.78143,1
DB00449,Dipivefrin,P25100,ADRA1D,0.78103,0
DB00734,Risperidone,P21728,DRD1,0.78088,1
DB00696,Ergotamine,P34969,HTR7,0.78077,0
DB00903,Ethacrynic acid,Q13621,SLC12A1,0.78045,1
DB01130,Prednicarbate,P04150,NR3C1,0.78034,1
DB00619,Imatinib,P16234,PDGFRA,0.78032,1
DB00661,Verapamil,O00305,CACNB4,0.78023,1
DB00795,Sulfasalazine,P37231,PPARG,0.78019,1
DB00624,Testosterone,P06401,PGR,0.78,0
DB00334,Olanzapine,P41595,HTR2B,0.77973,0
DB00603,Medroxyprogesterone,P03372,ESR1,0.77971,1
DB00872,Conivaptan,P30518,AVPR2,0.77929,1
DB01233,Metoclopramide,P11229,CHRM1,0.77866,1
DB00334,Olanzapine,P25021,HRH2,0.77832,0
DB01062,Oxybutynin,P08173,CHRM4,0.77832,0
DB00273,Topiramate,P14867,GABRA1,0.77782,1
DB00869,Dorzolamide,P22748,CA4,0.7778,1
DB00969,Alosetron,P46098,HTR3A,0.77768,1
DB01194,Brinzolamide,P22748,CA4,0.77756,1
DB00925,Phenoxybenzamine,P18825,ADRA2C,0.77729,1
DB00231,Temazepam,P23416,GLRA2,0.77659,0
DB00543,Amoxapine,P28222,HTR1B,0.77634,0
DB00502,Haloperidol,P28223,HTR2A,0.77631,1
DB00247,Methysergide,P30939,HTR1F,0.77594,0
DB00835,Brompheniramine,P08173,CHRM4,0.77574,1
DB01149,Nefazodone,Q01959,SLC6A3,0.77548,1
DB00418,Secobarbital,P18507,GABRG2,0.77544,0
DB00674,Galantamine,P11230,CHRNB1,0.77542,1
DB00320,Dihydroergotamine,P28221,HTR1D,0.77529,1
DB00603,Medroxyprogesterone,P06401,PGR,0.77525,1
DB01013,Clobetasol,P04150,NR3C1,0.77521,1
DB00685,Trovafloxacin,P11388,TOP2A,0.77513,1
DB00831,Trifluoperazine,P11229,CHRM1,0.77508,0
DB01149,Nefazodone,P08908,HTR1A,0.77506,1
DB00454,Meperidine,O15399,GRIN2D,0.77503,1
DB01142,Doxepin,P28221,HTR1D,0.77477,0
DB00818,Propofol,Q99250,SCN2A,0.77456,1
DB01174,Phenobarbital,P42262,GRIA2,0.7744,1
DB00242,Cladribine,P23921,RRM1,0.77421,1
DB00475,Chlordiazepoxide,P23416,GLRA2,0.77374,0
DB00418,Secobarbital,P28472,GABRB3,0.7737,0
DB00242,Cladribine,Q9NR33,POLE4,0.7735,1
DB00246,Ziprasidone,P30939,HTR1F,0.77344,0
DB00809,Tropicamide,P08173,CHRM4,0.77317,1
DB01364,Ephedrine,P35348,ADRA1A,0.77302,1
DB00889,Granisetron,P46098,HTR3A,0.77295,1
DB00963,Bromfenac,P23219,PTGS1,0.77273,1
DB00458,Imipramine,P08913,ADRA2A,0.77269,0
DB00370,Mirtazapine,P20309,CHRM3,0.77267,0
DB00622,Nicardipine,P62158,CALM1,0.77175,1
DB00408,Loxapine,P35368,ADRA1B,0.77172,0
DB01184,Domperidone,P21728,DRD1,0.77161,0
DB00868,Benzonatate,Q14524,SCN5A,0.77153,1
DB01254,Dasatinib,P07947,YES1,0.77142,1
DB00246,Ziprasidone,P08912,CHRM5,0.77119,1
DB00176,Fluvoxamine,P31645,SLC6A4,0.77112,1
DB00333,Methadone,P35372,OPRM1,0.77106,1
DB01254,Dasatinib,P06241,FYN,0.77085,1
DB00651,Dyphylline,P29275,ADORA2B,0.77083,0
DB00201,Caffeine,P29275,ADORA2B,0.77065,0
DB00393,Nimodipine,O60840,CACNA1F,0.77015,1
DB00543,Amoxapine,P21917,DRD4,0.76973,0
DB00374,Treprostinil,P43119,PTGIR,0.76965,1
DB00715,Paroxetine,P08912,CHRM5,0.76961,1
DB00308,Ibutilide,Q13936,CACNA1C,0.76957,1
DB00925,Phenoxybenzamine,P25100,ADRA1D,0.76953,0
DB01224,Quetiapine,P25021,HRH2,0.76949,0
DB00697,Tizanidine,P30939,HTR1F,0.76917,0
DB00909,Zonisamide,P27338,MAOB,0.76913,1
DB00242,Cladribine,P31350,RRM2,0.76857,1
DB00211,Midodrine,P35368,ADRA1B,0.76837,1
DB00850,Perphenazine,P08172,CHRM2,0.76818,0
DB01142,Doxepin,P28222,HTR1B,0.76818,0
DB00431,Lindane,P34903,GABRA3,0.76806,0
DB06204,Tapentadol,Q01959,SLC6A3,0.76752,0
DB00656,Trazodone,P35348,ADRA1A,0.7673,1
DB01595,Nitrazepam,P23416,GLRA2,0.76712,0
DB00356,Chlorzoxazone,Q12791,KCNMA1,0.76704,1
DB01247,Isocarboxazid,P21397,MAOA,0.76697,1
DB01173,Orphenadrine,O15399,GRIN2D,0.76695,1
DB00312,Pentobarbital,P43681,CHRNA4,0.76676,1
DB00458,Imipramine,P35462,DRD3,0.76667,0
DB00284,Acarbose,P14410,SI,0.76634,1
DB00734,Risperidone,P08172,CHRM2,0.76614,0
DB00704,Naltrexone,P35372,OPRM1,0.76608,1
DB00780,Phenelzine,P27338,MAOB,0.76583,1
DB01162,Terazosin,P08588,ADRB1,0.76567,0
DB01242,Clomipramine,P20309,CHRM3,0.76546,0
DB00477,Chlorpromazine,P35462,DRD3,0.76536,0
DB00280,Disopyramide,Q9NZV8,KCND2,0.76532,1
DB01200,Bromocriptine,P08588,ADRB1,0.76522,0
DB00795,Sulfasalazine,P23219,PTGS1,0.76518,1
DB00907,Cocaine,P20309,CHRM3,0.76516,0
DB00187,Esmolol,P07550,ADRB2,0.76484,0
DB00216,Eletriptan,P08913,ADRA2A,0.76479,0
DB01233,Metoclopramide,P35348,ADRA1A,0.76474,0
